uniqueID,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,Feedback,Block
i4982-p4053,20,1.0,20,15,0.75,6,0,1,True,0,True,3
i4983-p4054,30,0.01,28,39,0.25,24,1,4,False,1,True,5
i4984-p4055,93,0.25,-22,1,0.95,-17,0,1,False,-1,True,5
i4985-p4056,6,1.0,6,10,0.75,8,1,6,False,0,True,4
i4986-p4057,60,0.4,-7,64,0.25,-10,0,1,False,0,True,2
i4987-p4058,-5,1.0,-5,111,0.05,-10,0,1,False,0,True,3
i4988-p4059,6,1.0,6,21,0.1,14,0,1,False,0,True,2
i4989-p4060,95,0.25,7,56,0.1,33,0,1,False,0,True,4
i4990-p4061,-9,1.0,-9,59,0.1,-20,0,1,False,0,True,4
i4991-p4062,13,0.1,11,52,0.5,-38,1,6,True,0,True,4
i4992-p4063,28,0.6,-32,10,0.1,1,2,5,False,0,False,1
i4993-p4063,28,0.6,-32,10,0.1,1,2,5,False,0,True,2
i4994-p4064,15,0.8,12,18,0.9,6,0,1,False,0,True,5
i4995-p4065,8,1.0,8,76,0.25,-18,0,1,False,0,True,4
i4996-p4066,13,1.0,13,55,0.01,9,0,1,True,0,True,4
i4997-p4067,26,1.0,26,52,0.2,19,1,2,False,0,True,3
i4998-p4068,3,1.0,3,32,0.05,9,1,6,True,0,True,2
i4999-p4069,7,0.25,-5,23,0.05,-10,1,4,False,0,True,5
i5000-p4070,25,1.0,25,21,0.95,-9,0,1,False,0,False,1
i5001-p4070,25,1.0,25,21,0.95,-9,0,1,False,0,True,3
i5002-p4071,24,1.0,24,64,0.05,18,2,7,False,0,True,3
i5003-p4072,29,1.0,29,32,0.25,28,0,1,False,0,False,1
i5004-p4072,29,1.0,29,32,0.25,28,0,1,False,0,True,2
i5005-p4073,32,0.05,15,27,0.95,-31,1,8,True,0,True,3
i5006-p4074,54,0.25,-7,9,0.9,-11,0,1,True,-1,True,4
i5007-p4075,19,1.0,19,16,0.95,12,2,3,False,0,False,1
i5008-p4076,-2,1.0,-2,30,0.1,-4,1,6,False,0,True,5
i5009-p4077,-6,1.0,-6,-2,0.8,-26,0,1,False,0,True,2
i5010-p4078,43,0.1,13,16,1.0,16,0,1,False,0,True,2
i5011-p4079,-6,1.0,-6,-6,1.0,-6,3,2,False,0,False,1
i5012-p4079,-6,1.0,-6,-6,1.0,-6,3,2,False,0,True,3
i5013-p4080,21,0.95,14,117,0.2,-2,0,1,False,0,False,1
i5014-p4080,21,0.95,14,117,0.2,-2,0,1,False,0,True,2
i5015-p4081,80,0.05,0,33,0.1,-11,0,1,False,0,True,4
i5016-p4082,1,1.0,1,1,0.8,-16,0,1,False,0,True,3
i5017-p4083,14,1.0,14,97,0.25,-21,1,4,False,0,False,1
i5018-p4083,14,1.0,14,97,0.25,-21,1,4,False,0,True,2
i5019-p4084,32,0.05,-8,61,0.1,-13,0,1,False,0,True,4
i5020-p4085,26,1.0,26,28,0.8,-9,0,1,True,0,True,2
i5021-p4086,9,0.99,4,81,0.4,-41,0,1,False,-1,True,4
i5022-p4087,25,1.0,25,41,0.8,-1,1,2,False,0,True,4
i5023-p4088,21,0.6,-17,31,0.6,-6,0,1,True,0,True,2
i5024-p4089,9,0.1,7,11,0.99,-16,2,2,False,0,True,5
i5025-p4090,-6,1.0,-6,2,0.05,-3,3,3,False,0,True,2
i5026-p4091,9,1.0,9,56,0.4,-18,1,4,False,0,False,1
i5027-p4091,9,1.0,9,56,0.4,-18,1,4,False,0,True,3
i5028-p4092,5,0.75,-10,59,0.05,4,1,8,True,0,False,1
i5029-p4093,26,1.0,26,44,0.25,25,1,8,True,0,True,4
i5030-p4094,27,0.1,20,70,0.05,23,0,1,False,-1,False,1
i5031-p4095,15,1.0,15,11,0.99,-26,0,1,False,0,True,2
i5032-p4096,30,0.99,3,81,0.4,-4,0,1,False,0,False,1
i5033-p4096,30,0.99,3,81,0.4,-4,0,1,False,0,True,4
i5034-p4097,7,1.0,7,26,0.25,-8,0,1,False,0,True,2
i5035-p4098,47,0.5,-21,36,0.6,-2,2,4,False,0,False,1
i5036-p4098,47,0.5,-21,36,0.6,-2,2,4,False,0,True,4
i5037-p4099,-4,1.0,-4,14,0.5,-9,1,2,False,0,False,1
i5038-p4100,28,0.01,-6,7,0.75,-33,0,1,False,0,True,5
i5039-p4101,11,1.0,11,78,0.1,7,1,6,False,0,False,1
i5040-p4101,11,1.0,11,78,0.1,7,1,6,False,0,True,3
i5041-p4102,30,1.0,30,40,0.01,38,0,1,True,0,False,1
i5042-p4103,-3,0.99,-25,19,0.4,2,0,1,False,1,False,1
i5043-p4103,-3,0.99,-25,19,0.4,2,0,1,False,1,True,5
i5044-p4104,79,0.2,9,40,0.75,-6,1,8,False,1,True,4
i5045-p4105,10,0.95,-5,76,0.25,-13,0,1,False,0,False,1
i5046-p4105,10,0.95,-5,76,0.25,-13,0,1,False,0,True,5
i5047-p4106,-5,1.0,-5,20,0.6,-15,0,1,False,0,True,2
i5048-p4107,31,0.6,4,32,0.95,22,0,1,True,0,True,3
i5049-p4108,27,1.0,27,48,0.6,-15,3,3,True,0,False,1
i5050-p4109,20,1.0,20,47,0.6,-13,1,6,False,0,False,1
i5051-p4110,26,0.2,2,2,0.99,-26,0,1,True,-1,False,1
i5052-p4110,26,0.2,2,2,0.99,-26,0,1,True,-1,True,2
i5053-p4111,5,1.0,5,65,0.25,-7,2,7,False,0,False,1
i5054-p4111,5,1.0,5,65,0.25,-7,2,7,False,0,True,3
i5055-p4112,62,0.25,-2,14,1.0,14,0,1,False,0,False,1
i5056-p4112,62,0.25,-2,14,1.0,14,0,1,False,0,True,3
i5057-p4113,109,0.4,-28,113,0.25,12,0,1,False,1,True,5
i5058-p4114,13,1.0,13,14,0.8,9,0,1,False,0,False,1
i5059-p4115,82,0.4,-30,8,0.95,1,2,5,False,0,False,1
i5060-p4115,82,0.4,-30,8,0.95,1,2,5,False,0,True,4
i5061-p4116,15,0.75,-5,33,0.6,-34,0,1,False,0,True,5
i5062-p4117,0,0.5,-12,96,0.05,-14,0,1,False,0,True,3
i5063-p4118,17,1.0,17,54,0.5,-20,0,1,False,0,False,1
i5064-p4118,17,1.0,17,54,0.5,-20,0,1,False,0,True,5
i5065-p4119,24,1.0,24,28,0.99,7,1,2,False,0,False,1
i5066-p4119,24,1.0,24,28,0.99,7,1,2,False,0,True,3
i5067-p4120,109,0.1,6,39,0.01,14,0,1,True,-1,True,4
i5068-p4121,11,1.0,11,26,0.5,-7,2,7,False,0,False,1
i5069-p4121,11,1.0,11,26,0.5,-7,2,7,False,0,True,3
i5070-p4122,30,0.75,-7,21,1.0,21,1,8,False,0,True,2
i5071-p4123,5,1.0,5,5,1.0,5,1,6,False,0,True,4
i5072-p4124,-5,1.0,-5,5,0.5,-24,0,1,False,0,True,3
i5073-p4125,38,0.5,-6,20,0.5,17,0,1,False,0,True,4
i5074-p4126,13,1.0,13,20,0.5,16,0,1,False,0,True,2
i5075-p4127,53,0.6,-12,95,0.01,26,1,2,False,0,False,1
i5076-p4127,53,0.6,-12,95,0.01,26,1,2,False,0,True,4
i5077-p4128,85,0.1,21,40,0.75,-9,0,1,True,0,False,1
i5078-p4129,7,1.0,7,15,0.1,10,0,1,True,0,False,1
i5079-p4130,-9,0.4,-9,3,0.4,-15,0,1,False,0,True,4
i5080-p4131,20,1.0,20,14,0.25,8,1,6,False,0,False,1
i5081-p4131,20,1.0,20,14,0.25,8,1,6,False,0,True,4
i5082-p4132,23,0.1,-11,2,0.05,-7,2,2,False,0,False,1
i5083-p4132,23,0.1,-11,2,0.05,-7,2,2,False,0,True,5
i5084-p4133,23,1.0,23,27,0.75,26,3,4,False,0,True,3
i5085-p4134,83,0.25,-18,79,0.2,-19,1,8,True,0,True,4
i5086-p4135,11,0.25,-10,46,0.2,-21,2,3,True,0,False,1
i5087-p4135,11,0.25,-10,46,0.2,-21,2,3,True,0,True,2
i5088-p4136,50,0.25,-14,12,0.95,-21,0,1,False,0,True,3
i5089-p4137,-5,1.0,-5,46,0.1,-9,3,3,False,0,False,1
i5090-p4137,-5,1.0,-5,46,0.1,-9,3,3,False,0,True,4
i5091-p4138,-10,1.0,-10,58,0.2,-30,1,2,False,0,True,4
i5092-p4139,-1,1.0,-1,4,0.99,1,0,1,False,0,False,1
i5093-p4139,-1,1.0,-1,4,0.99,1,0,1,False,0,True,4
i5094-p4140,25,1.0,25,20,0.9,-13,0,1,False,0,True,5
i5095-p4141,25,0.75,-23,61,0.01,16,0,1,False,0,False,1
i5096-p4141,25,0.75,-23,61,0.01,16,0,1,False,0,True,5
i5097-p4142,22,1.0,22,30,0.75,19,0,1,False,0,False,1
i5098-p4142,22,1.0,22,30,0.75,19,0,1,False,0,True,2
i5099-p4143,3,0.25,-4,-2,1.0,-2,2,2,True,0,False,1
i5100-p4143,3,0.25,-4,-2,1.0,-2,2,2,True,0,True,5
i5101-p4144,48,0.75,-40,55,0.01,27,1,2,False,1,True,3
i5102-p4145,-3,1.0,-3,2,0.05,-12,1,6,False,0,False,1
i5103-p4145,-3,1.0,-3,2,0.05,-12,1,6,False,0,True,4
i5104-p4146,4,0.05,-2,5,0.9,-28,0,1,False,0,True,3
i5105-p4147,14,0.6,-24,-1,0.8,-9,0,1,False,0,False,1
i5106-p4147,14,0.6,-24,-1,0.8,-9,0,1,False,0,True,3
i5107-p4148,59,0.05,3,33,0.25,-3,0,1,False,0,False,1
i5108-p4148,59,0.05,3,33,0.25,-3,0,1,False,0,True,3
i5109-p4149,29,0.4,11,27,0.8,9,3,5,False,0,False,1
i5110-p4149,29,0.4,11,27,0.8,9,3,5,False,0,True,4
i5111-p4150,99,0.25,-25,1,0.75,-4,0,1,True,0,True,4
i5112-p4151,6,1.0,6,4,0.99,-33,3,4,False,0,False,1
i5113-p4152,-1,1.0,-1,23,0.1,-3,0,1,False,0,False,1
i5114-p4153,22,1.0,22,67,0.4,-1,0,1,False,0,False,1
i5115-p4153,22,1.0,22,67,0.4,-1,0,1,False,0,True,4
i5116-p4154,14,0.9,-26,79,0.4,-38,2,4,True,0,True,2
i5117-p4155,26,0.1,10,77,0.1,13,0,1,False,0,False,1
i5118-p4155,26,0.1,10,77,0.1,13,0,1,False,0,True,3
i5119-p4156,-4,1.0,-4,82,0.2,-26,0,1,True,0,True,2
i5120-p4157,-7,1.0,-7,78,0.01,-12,1,4,True,0,False,1
i5121-p4157,-7,1.0,-7,78,0.01,-12,1,4,True,0,True,5
i5122-p4158,34,0.4,-6,77,0.05,10,2,2,False,0,True,5
i5123-p4159,10,1.0,10,33,0.25,-4,0,1,False,0,True,3
i5124-p4160,17,0.95,8,41,0.01,17,1,8,False,-1,True,2
i5125-p4161,73,0.5,-23,49,0.75,-39,0,1,False,0,False,1
i5126-p4161,73,0.5,-23,49,0.75,-39,0,1,False,0,True,2
i5127-p4162,24,1.0,24,88,0.25,18,1,8,False,0,True,3
i5128-p4163,23,0.1,23,83,0.4,-22,0,1,True,0,True,2
i5129-p4164,17,1.0,17,27,0.1,8,3,2,False,0,False,1
i5130-p4164,17,1.0,17,27,0.1,8,3,2,False,0,True,3
i5131-p4165,3,0.5,-7,95,0.1,-10,2,7,True,0,True,2
i5132-p4166,-10,1.0,-10,-17,0.25,-19,0,1,False,0,True,5
i5133-p4167,15,1.0,15,44,0.4,-8,0,1,True,0,True,3
i5134-p4168,5,1.0,5,54,0.2,-16,0,1,False,0,False,1
i5135-p4168,5,1.0,5,54,0.2,-16,0,1,False,0,True,5
i5136-p4169,53,0.6,-9,16,0.1,16,0,1,False,0,False,1
i5137-p4169,53,0.6,-9,16,0.1,16,0,1,False,0,True,2
i5138-p4170,51,0.25,-21,7,0.6,-28,3,5,False,0,True,2
i5139-p4171,-9,1.0,-9,84,0.25,-41,0,1,False,0,False,1
i5140-p4171,-9,1.0,-9,84,0.25,-41,0,1,False,0,True,4
i5141-p4172,28,1.0,28,43,0.2,34,1,6,True,0,True,2
i5142-p4173,40,0.5,-42,14,0.25,-20,0,1,False,0,True,4
i5143-p4174,17,1.0,17,41,0.2,17,3,6,True,0,True,4
i5144-p4175,25,0.2,18,38,0.25,29,0,1,False,0,True,4
i5145-p4176,19,1.0,19,44,0.5,-8,0,1,False,0,True,5
i5146-p4177,14,1.0,14,68,0.01,15,3,4,False,0,False,1
i5147-p4178,84,0.5,-40,19,0.75,6,0,1,False,0,False,1
i5148-p4178,84,0.5,-40,19,0.75,6,0,1,False,0,True,5
i5149-p4179,70,0.6,-43,108,0.25,-15,3,2,False,0,False,1
i5150-p4179,70,0.6,-43,108,0.25,-15,3,2,False,0,True,3
i5151-p4180,38,0.6,11,70,0.1,32,0,1,True,-1,False,1
i5152-p4180,38,0.6,11,70,0.1,32,0,1,True,-1,True,2
i5153-p4181,22,0.5,-36,7,0.4,-15,2,2,False,0,True,5
i5154-p4182,11,1.0,11,21,0.75,-7,0,1,False,0,False,1
i5155-p4182,11,1.0,11,21,0.75,-7,0,1,False,0,True,4
i5156-p4183,39,0.6,7,76,0.5,-9,0,1,False,0,False,1
i5157-p4183,39,0.6,7,76,0.5,-9,0,1,False,0,True,3
i5158-p4184,-5,1.0,-5,8,0.5,-1,0,1,False,0,False,1
i5159-p4185,16,0.2,11,22,0.01,16,2,2,False,0,False,1
i5160-p4185,16,0.2,11,22,0.01,16,2,2,False,0,True,5
i5161-p4186,67,0.1,11,78,0.5,-41,2,7,False,0,False,1
i5162-p4186,67,0.1,11,78,0.5,-41,2,7,False,0,True,5
i5163-p4187,74,0.25,-26,40,0.1,-11,3,3,True,0,False,1
i5164-p4187,74,0.25,-26,40,0.1,-11,3,3,True,0,True,2
i5165-p4188,45,0.05,-6,47,0.4,-12,0,1,False,0,True,4
i5166-p4189,2,0.1,-8,11,0.75,-34,3,5,True,0,True,5
i5167-p4190,5,1.0,5,106,0.05,-1,3,6,False,0,False,1
i5168-p4191,27,1.0,27,29,0.5,16,0,1,False,0,True,3
i5169-p4192,24,0.6,-41,-2,1.0,-2,0,1,False,0,False,1
i5170-p4192,24,0.6,-41,-2,1.0,-2,0,1,False,0,True,5
i5171-p4193,72,0.2,-18,30,0.4,-25,0,1,False,0,True,3
i5172-p4194,11,0.25,-14,57,0.05,-15,3,5,True,-1,True,2
i5173-p4195,82,0.05,22,29,0.95,6,3,3,True,0,False,1
i5174-p4196,18,1.0,18,45,0.25,12,0,1,True,0,False,1
i5175-p4197,25,0.95,-4,35,0.05,27,1,8,True,-1,False,1
i5176-p4197,25,0.95,-4,35,0.05,27,1,8,True,-1,True,4
i5177-p4198,-6,1.0,-6,22,0.1,-12,0,1,True,0,False,1
i5178-p4198,-6,1.0,-6,22,0.1,-12,0,1,True,0,True,4
i5179-p4199,-9,1.0,-9,39,0.4,-42,1,8,False,0,True,2
i5180-p4200,27,0.2,-13,23,0.25,-15,1,8,False,-1,True,2
i5181-p4201,-9,1.0,-9,15,0.05,-10,0,1,False,0,False,1
i5182-p4201,-9,1.0,-9,15,0.05,-10,0,1,False,0,True,4
i5183-p4202,23,1.0,23,58,0.5,-3,2,6,False,0,True,4
i5184-p4203,26,0.75,6,41,0.1,16,2,5,False,0,True,3
i5185-p4204,8,1.0,8,14,0.8,-36,3,5,False,0,False,1
i5186-p4204,8,1.0,8,14,0.8,-36,3,5,False,0,True,5
i5187-p4205,17,1.0,17,24,0.75,-15,0,1,False,0,False,1
i5188-p4205,17,1.0,17,24,0.75,-15,0,1,False,0,True,3
i5189-p4206,-7,1.0,-7,-8,0.05,-10,1,8,False,0,True,4
i5190-p4207,30,1.0,30,61,0.01,32,1,2,False,0,False,1
i5191-p4207,30,1.0,30,61,0.01,32,1,2,False,0,True,4
i5192-p4208,10,1.0,10,49,0.25,-1,0,1,False,0,True,3
i5193-p4209,13,0.95,10,25,0.9,-21,3,5,False,0,True,4
i5194-p4210,9,1.0,9,62,0.01,21,0,1,False,0,False,1
i5195-p4210,9,1.0,9,62,0.01,21,0,1,False,0,True,2
i5196-p4211,42,0.75,-13,52,0.2,14,0,1,False,0,True,2
i5197-p4212,16,1.0,16,78,0.05,11,0,1,False,0,True,2
i5198-p4213,-3,0.9,-23,-4,0.9,-22,2,4,False,-1,False,1
i5199-p4213,-3,0.9,-23,-4,0.9,-22,2,4,False,-1,True,5
i5200-p4214,26,1.0,26,53,0.25,20,0,1,False,0,False,1
i5201-p4214,26,1.0,26,53,0.25,20,0,1,False,0,True,5
i5202-p4215,28,1.0,28,32,0.6,18,0,1,True,0,False,1
i5203-p4215,28,1.0,28,32,0.6,18,0,1,True,0,True,2
i5204-p4216,-1,1.0,-1,36,0.2,-5,0,1,False,0,True,4
i5205-p4217,5,1.0,5,69,0.01,-3,1,8,False,0,False,1
i5206-p4217,5,1.0,5,69,0.01,-3,1,8,False,0,True,5
i5207-p4218,22,1.0,22,79,0.5,-17,1,2,False,0,True,2
i5208-p4219,29,0.99,5,85,0.4,-20,2,5,False,0,True,4
i5209-p4220,102,0.05,20,19,0.4,14,1,6,True,0,False,1
i5210-p4220,102,0.05,20,19,0.4,14,1,6,True,0,True,3
i5211-p4221,3,1.0,3,79,0.2,-8,0,1,False,0,True,4
i5212-p4222,13,1.0,13,5,0.75,2,0,1,False,0,True,3
i5213-p4223,0,1.0,0,6,0.05,-1,1,4,False,0,False,1
i5214-p4223,0,1.0,0,6,0.05,-1,1,4,False,0,True,3
i5215-p4224,4,1.0,4,40,0.4,-30,0,1,False,0,True,4
i5216-p4225,-8,0.99,-18,7,0.75,-23,0,1,False,1,False,1
i5217-p4225,-8,0.99,-18,7,0.75,-23,0,1,False,1,True,5
i5218-p4226,1,1.0,1,11,0.99,-9,0,1,False,0,True,4
i5219-p4227,11,1.0,11,52,0.05,12,0,1,True,0,True,5
i5220-p4228,13,1.0,13,19,0.9,-19,0,1,False,0,True,5
i5221-p4229,-3,1.0,-3,60,0.01,-12,3,3,False,0,True,5
i5222-p4230,48,0.2,17,24,0.8,-24,0,1,False,-1,False,1
i5223-p4230,48,0.2,17,24,0.8,-24,0,1,False,-1,True,5
i5224-p4231,6,0.25,-2,0,1.0,0,1,8,False,0,False,1
i5225-p4231,6,0.25,-2,0,1.0,0,1,8,False,0,True,3
i5226-p4232,70,0.05,-12,21,0.25,-20,2,2,False,0,False,1
i5227-p4232,70,0.05,-12,21,0.25,-20,2,2,False,0,True,3
i5228-p4233,21,1.0,21,40,0.6,-3,1,8,True,0,True,4
i5229-p4234,81,0.4,-37,16,0.4,-1,0,1,False,0,True,5
i5230-p4235,-9,1.0,-9,30,0.01,-10,3,6,True,0,True,4
i5231-p4236,-2,1.0,-2,2,0.6,-24,1,2,False,0,False,1
i5232-p4236,-2,1.0,-2,2,0.6,-24,1,2,False,0,True,4
i5233-p4237,3,1.0,3,36,0.4,-16,0,1,False,0,False,1
i5234-p4237,3,1.0,3,36,0.4,-16,0,1,False,0,True,3
i5235-p4238,18,1.0,18,44,0.1,12,1,6,False,0,False,1
i5236-p4238,18,1.0,18,44,0.1,12,1,6,False,0,True,3
i5237-p4239,27,1.0,27,33,0.4,24,0,1,True,0,True,2
i5238-p4240,53,0.01,11,25,0.25,7,0,1,False,0,True,4
i5239-p4241,50,0.1,-2,86,0.05,6,1,8,False,-1,True,4
i5240-p4242,25,0.4,-18,11,0.1,-9,0,1,False,0,True,4
i5241-p4243,21,1.0,21,57,0.4,3,1,2,True,0,True,3
i5242-p4244,-10,1.0,-10,-5,0.95,-10,1,2,False,0,True,3
i5243-p4245,27,1.0,27,34,0.9,-20,0,1,False,0,False,1
i5244-p4246,13,1.0,13,50,0.25,1,1,8,False,0,False,1
i5245-p4246,13,1.0,13,50,0.25,1,1,8,False,0,True,3
i5246-p4247,23,1.0,23,24,0.9,17,3,5,False,0,True,3
i5247-p4248,26,1.0,26,86,0.05,25,2,4,False,0,True,3
i5248-p4249,46,0.6,-24,28,0.8,-4,0,1,False,0,True,2
i5249-p4250,55,0.5,-9,55,0.1,11,1,8,True,0,True,3
i5250-p4251,-6,1.0,-6,-7,0.01,-10,0,1,False,0,True,3
i5251-p4252,30,1.0,30,54,0.75,-37,0,1,False,0,False,1
i5252-p4253,30,0.9,29,41,0.95,-37,1,6,False,-1,True,3
i5253-p4254,-6,1.0,-6,0,0.75,-24,1,6,False,0,True,4
i5254-p4255,6,1.0,6,83,0.05,-2,1,6,False,0,True,4
i5255-p4256,70,0.01,29,38,0.2,36,0,1,False,0,True,2
i5256-p4257,6,1.0,6,61,0.2,-9,0,1,True,0,True,3
i5257-p4258,58,0.5,-12,23,1.0,23,0,1,False,0,False,1
i5258-p4259,26,1.0,26,32,0.75,9,0,1,False,0,True,5
i5259-p4260,10,1.0,10,52,0.6,-39,0,1,False,0,False,1
i5260-p4260,10,1.0,10,52,0.6,-39,0,1,False,0,True,3
i5261-p4261,22,1.0,22,70,0.5,-20,0,1,False,0,True,3
i5262-p4262,34,0.2,-16,3,0.95,-5,1,6,False,0,False,1
i5263-p4262,34,0.2,-16,3,0.95,-5,1,6,False,0,True,2
i5264-p4263,56,0.5,4,41,0.4,22,0,1,False,0,True,3
i5265-p4264,15,1.0,15,57,0.4,-8,0,1,False,0,True,2
i5266-p4265,12,0.8,-22,32,0.1,6,1,4,False,-1,True,3
i5267-p4266,14,0.1,4,34,0.6,-19,0,1,False,0,False,1
i5268-p4266,14,0.1,4,34,0.6,-19,0,1,False,0,True,4
i5269-p4267,4,1.0,4,18,0.9,-21,0,1,False,0,True,2
i5270-p4268,-4,0.95,-17,-2,0.1,-7,0,1,False,1,False,1
i5271-p4269,70,0.05,8,32,0.75,-25,1,6,False,0,False,1
i5272-p4269,70,0.05,8,32,0.75,-25,1,6,False,0,True,5
i5273-p4270,3,1.0,3,13,0.75,-17,0,1,False,0,False,1
i5274-p4270,3,1.0,3,13,0.75,-17,0,1,False,0,True,2
i5275-p4271,14,1.0,14,13,0.75,5,1,8,False,0,True,5
i5276-p4272,5,1.0,5,10,0.6,-6,0,1,True,0,True,4
i5277-p4273,53,0.5,-43,83,0.25,-15,0,1,True,0,True,2
i5278-p4274,8,1.0,8,-2,0.99,-18,1,2,False,0,True,2
i5279-p4275,29,1.0,29,29,0.8,-3,0,1,False,0,True,5
i5280-p4276,-1,1.0,-1,16,0.8,-23,0,1,False,0,True,4
i5281-p4277,70,0.2,0,22,0.75,6,0,1,False,0,True,5
i5282-p4278,20,1.0,20,36,0.1,12,0,1,False,0,True,3
i5283-p4279,9,1.0,9,34,0.05,3,0,1,False,0,True,2
i5284-p4280,6,1.0,6,43,0.6,-45,1,2,False,0,True,4
i5285-p4281,18,1.0,18,15,0.4,6,0,1,False,0,True,5
i5286-p4282,26,0.05,6,4,0.95,-1,1,8,False,0,True,3
i5287-p4283,4,0.25,0,62,0.4,-47,3,5,False,0,True,3
i5288-p4284,23,1.0,23,76,0.4,-19,1,8,True,0,True,2
i5289-p4285,29,1.0,29,41,0.2,34,0,1,False,0,True,2
i5290-p4286,10,0.5,-4,67,0.4,-34,0,1,False,0,True,3
i5291-p4287,30,0.9,0,32,0.1,22,0,1,False,0,True,4
i5292-p4288,8,1.0,8,100,0.1,0,0,1,False,0,False,1
i5293-p4288,8,1.0,8,100,0.1,0,0,1,False,0,True,3
i5294-p4289,-8,1.0,-8,-8,1.0,-8,1,8,False,0,True,3
i5295-p4290,2,1.0,2,6,0.5,2,1,2,False,0,False,1
i5296-p4291,-6,1.0,-6,0,0.5,-33,1,6,False,0,True,5
i5297-p4292,5,1.0,5,33,0.1,7,0,1,True,0,True,3
i5298-p4293,19,1.0,19,41,0.1,17,1,2,True,0,False,1
i5299-p4294,32,0.8,-3,68,0.1,13,1,8,False,-1,True,2
i5300-p4295,18,0.05,1,4,0.4,-8,0,1,False,0,True,3
i5301-p4296,45,0.2,18,34,0.05,25,0,1,False,0,True,5
i5302-p4297,0,1.0,0,19,0.6,-21,1,4,False,0,True,2
i5303-p4298,7,1.0,7,17,0.5,-2,0,1,False,0,True,4
i5304-p4299,13,1.0,13,43,0.25,2,1,6,False,0,True,2
i5305-p4300,-10,1.0,-10,8,0.6,-19,1,8,False,0,True,2
i5306-p4301,2,1.0,2,5,0.1,-4,0,1,False,0,True,2
i5307-p4302,28,1.0,28,43,0.05,25,0,1,False,0,True,5
i5308-p4303,18,0.4,6,20,0.8,-23,0,1,True,1,True,5
i5309-p4304,-4,1.0,-4,6,0.6,-4,2,3,False,0,True,5
i5310-p4305,9,1.0,9,78,0.1,7,0,1,False,0,True,2
i5311-p4306,18,1.0,18,17,0.99,-22,2,2,False,0,True,4
i5312-p4307,24,1.0,24,41,0.4,18,3,2,False,0,True,5
i5313-p4308,0,1.0,0,39,0.05,-7,0,1,False,0,True,2
i5314-p4309,17,0.9,6,23,0.75,15,0,1,False,0,True,2
i5315-p4310,44,0.1,23,68,0.2,20,1,6,False,0,True,5
i5316-p4311,5,1.0,5,25,0.25,-1,2,2,False,0,True,3
i5317-p4312,8,1.0,8,103,0.1,-12,3,2,False,0,True,5
i5318-p4313,64,0.1,24,84,0.05,24,1,6,False,1,False,1
i5319-p4313,64,0.1,24,84,0.05,24,1,6,False,1,True,4
i5320-p4314,21,0.5,17,38,0.2,27,0,1,False,0,True,2
i5321-p4315,65,0.25,-2,64,0.25,3,0,1,False,0,True,2
i5322-p4316,23,0.1,-6,40,0.25,-14,0,1,False,0,True,4
i5323-p4317,20,1.0,20,69,0.5,-19,0,1,True,0,True,4
i5324-p4318,54,0.2,19,21,0.99,-14,0,1,True,0,False,1
i5325-p4318,54,0.2,19,21,0.99,-14,0,1,True,0,True,5
i5326-p4319,-5,1.0,-5,6,0.6,-22,1,2,True,0,True,3
i5327-p4320,91,0.25,-14,19,0.5,-9,1,2,True,0,False,1
i5328-p4320,91,0.25,-14,19,0.5,-9,1,2,True,0,True,2
i5329-p4321,20,0.01,-5,8,0.05,-5,0,1,False,0,True,5
i5330-p4322,28,0.2,19,36,0.4,14,0,1,False,0,False,1
i5331-p4322,28,0.2,19,36,0.4,14,0,1,False,0,True,4
i5332-p4323,13,1.0,13,35,0.6,-8,1,6,False,0,False,1
i5333-p4323,13,1.0,13,35,0.6,-8,1,6,False,0,True,2
i5334-p4324,9,1.0,9,83,0.2,-20,0,1,False,0,False,1
i5335-p4324,9,1.0,9,83,0.2,-20,0,1,False,0,True,4
i5336-p4325,99,0.2,4,31,0.2,16,0,1,False,0,False,1
i5337-p4325,99,0.2,4,31,0.2,16,0,1,False,0,True,5
i5338-p4326,-7,1.0,-7,-1,0.2,-11,0,1,True,0,False,1
i5339-p4326,-7,1.0,-7,-1,0.2,-11,0,1,True,0,True,4
i5340-p4327,99,0.05,-12,-4,0.6,-11,0,1,False,0,True,5
i5341-p4328,86,0.01,22,32,0.75,8,0,1,False,-1,True,2
i5342-p4329,9,0.75,5,40,0.5,-44,1,4,False,0,True,3
i5343-p4330,19,1.0,19,81,0.25,6,3,6,False,0,False,1
i5344-p4330,19,1.0,19,81,0.25,6,3,6,False,0,True,3
i5345-p4331,24,1.0,24,46,0.5,14,0,1,False,0,False,1
i5346-p4331,24,1.0,24,46,0.5,14,0,1,False,0,True,5
i5347-p4332,17,1.0,17,93,0.25,5,0,1,False,0,True,4
i5348-p4333,3,1.0,3,12,0.6,-2,3,3,False,0,False,1
i5349-p4333,3,1.0,3,12,0.6,-2,3,3,False,0,True,4
i5350-p4334,-3,1.0,-3,81,0.2,-16,0,1,True,0,False,1
i5351-p4334,-3,1.0,-3,81,0.2,-16,0,1,True,0,True,3
i5352-p4335,55,0.05,10,44,0.1,15,0,1,False,0,False,1
i5353-p4335,55,0.05,10,44,0.1,15,0,1,False,0,True,5
i5354-p4336,9,1.0,9,40,0.4,-6,3,3,False,0,False,1
i5355-p4336,9,1.0,9,40,0.4,-6,3,3,False,0,True,5
